id,Title,Content,_wp_old_slug,project_type,_project_type,image_1,_image_1,image_2,_image_2,image_3,_image_3,image_4,_image_4,project_url,_project_url,_primary_term_category,litespeed_vpi_list,Categories,Tags,Clients,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Attachment Filename","Attachment Path","Attachment ID","Attachment Title","Attachment Caption","Attachment Description","Attachment Alt Text",Excerpt,Date,"Post Type",Permalink,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
127,"Irie Bites Digital Signage",,,signage|signage|signage|signage|signage,field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8,,field_606b68dec5162,,field_606b690ec5163,,field_606b6910c5164,,field_606b6912c5165,,field_606f249b98d23,,"a:1:{i:0;s:36:""project-iriebites-digitalsignage.jpg"";}","Digital Signage",Photoshop,"Irie Bites",https://marcstampfli.com/wp-content/uploads/2021/04/project-iriebites-digitalsignage.jpg,project-iriebites-digitalsignage.jpg,/home/marcfrit/public_html/wp-content/uploads/2021/04/project-iriebites-digitalsignage.jpg,251,project-iriebites-digitalsignage,,,,https://marcstampfli.com/wp-content/uploads/2021/04/project-iriebites-digitalsignage.jpg,,,,,,,,,,2021-04-03,project,https://marcstampfli.com/project/irie-bites-digital-signage/,publish,1,marc,marcstampfli@gmail.com,Marc,Stampfli,irie-bites-digital-signage,,,0,0,27,closed,closed,2021-04-10
129,"ROMA Website",,,website|website|website|website|website,field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8,264,field_606b68dec5162,,field_606b690ec5163,,field_606b6910c5164,,field_606b6912c5165,,field_606f249b98d23,49,,Websites,"Custom Theme|WordPress",ROMA,https://marcstampfli.com/wp-content/uploads/2021/04/project-roma-website.jpg,project-roma-website.jpg,/home/marcfrit/public_html/wp-content/uploads/2021/04/project-roma-website.jpg,264,project-roma-website,,,,https://marcstampfli.com/wp-content/uploads/2021/04/project-roma-website.jpg,,,,,,,,,,2021-04-03,project,https://marcstampfli.com/?post_type=project&p=129,draft,1,marc,marcstampfli@gmail.com,Marc,Stampfli,roma-website,,,0,0,17,closed,closed,2021-05-05
132,"Amazon Clone",,,web|web|web|web|web,field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8,400,field_606b68dec5162,401,field_606b690ec5163,,field_606b6910c5164,,field_606b6912c5165,https://clone-666e1.web.app/,field_606f249b98d23,,"a:1:{i:0;s:24:""project-amazon-clone.jpg"";}","Web Apps",Firebase|React|Stripe,"Amazon Clone",https://marcstampfli.com/wp-content/uploads/project-amazon-clone.jpg|https://marcstampfli.com/wp-content/uploads/project-amazon-clone2.jpg|https://marcstampfli.com/wp-content/uploads/project-amazon-clone3.jpg,project-amazon-clone.jpg|project-amazon-clone2.jpg|project-amazon-clone3.jpg,/home/marcfrit/public_html/wp-content/uploads/project-amazon-clone.jpg|/home/marcfrit/public_html/wp-content/uploads/project-amazon-clone2.jpg|/home/marcfrit/public_html/wp-content/uploads/project-amazon-clone3.jpg,399|400|401,project-amazon-clone|project-amazon-clone2|project-amazon-clone3,||,||,||,https://marcstampfli.com/wp-content/uploads/project-amazon-clone.jpg,,,,,,,,,,2021-04-03,project,https://marcstampfli.com/project/amazon-clone/,publish,1,marc,marcstampfli@gmail.com,Marc,Stampfli,amazon-clone,,,0,0,8,closed,closed,2021-04-10
134,"Hulu Clone",,,web|web|web|web|web,field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8,,field_606b68dec5162,,field_606b690ec5163,,field_606b6910c5164,,field_606b6912c5165,https://hulu-clone-d0922.web.app/,field_606f249b98d23,,"a:1:{i:0;s:22:""project-hulu-clone.jpg"";}","Web Apps",Firebase|React,"Hulu Clone",https://marcstampfli.com/wp-content/uploads/project-hulu-clone.jpg,project-hulu-clone.jpg,/home/marcfrit/public_html/wp-content/uploads/project-hulu-clone.jpg,398,project-hulu-clone,,,,https://marcstampfli.com/wp-content/uploads/project-hulu-clone.jpg,,,,,,,,,,2021-04-03,project,https://marcstampfli.com/project/hulu-clone/,publish,1,marc,marcstampfli@gmail.com,Marc,Stampfli,hulu-clone,,,0,0,7,closed,closed,2021-04-10
136,"Covid Tracker",,,web|web|web|web|web,field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8,391,field_606b68dec5162,392,field_606b690ec5163,393,field_606b6910c5164,,field_606b6912c5165,https://covid-19-tracker-27c81.web.app/,field_606f249b98d23,,"a:1:{i:0;s:33:""project-covidtracker-website4.jpg"";}","Web Apps",API|React,"Covid Tracker",https://marcstampfli.com/wp-content/uploads/project-covidtracker-website4.jpg|https://marcstampfli.com/wp-content/uploads/project-covidtracker-website.jpg|https://marcstampfli.com/wp-content/uploads/project-covidtracker-website2.jpg|https://marcstampfli.com/wp-content/uploads/project-covidtracker-website3.jpg,project-covidtracker-website4.jpg|project-covidtracker-website.jpg|project-covidtracker-website2.jpg|project-covidtracker-website3.jpg,/home/marcfrit/public_html/wp-content/uploads/project-covidtracker-website4.jpg|/home/marcfrit/public_html/wp-content/uploads/project-covidtracker-website.jpg|/home/marcfrit/public_html/wp-content/uploads/project-covidtracker-website2.jpg|/home/marcfrit/public_html/wp-content/uploads/project-covidtracker-website3.jpg,394|391|392|393,project-covidtracker-website4|project-covidtracker-website|project-covidtracker-website2|project-covidtracker-website3,|||,|||,|||,https://marcstampfli.com/wp-content/uploads/project-covidtracker-website4.jpg,,,,,,,,,,2021-04-03,project,https://marcstampfli.com/project/covid-tracker/,publish,1,marc,marcstampfli@gmail.com,Marc,Stampfli,covid-tracker,,,0,0,5,closed,closed,2021-04-10
138,"Tinder Clone",,,web|web|web|web|web,field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8,396,field_606b68dec5162,,field_606b690ec5163,,field_606b6910c5164,,field_606b6912c5165,https://tinder-clone-8baa7.web.app/,field_606f249b98d23,,"a:1:{i:0;s:24:""project-tinder-clone.jpg"";}","Web Apps",Firebase|React,"Tinder Clone",https://marcstampfli.com/wp-content/uploads/project-tinder-clone.jpg|https://marcstampfli.com/wp-content/uploads/project-tinder-clone2.jpg,project-tinder-clone.jpg|project-tinder-clone2.jpg,/home/marcfrit/public_html/wp-content/uploads/project-tinder-clone.jpg|/home/marcfrit/public_html/wp-content/uploads/project-tinder-clone2.jpg,395|396,project-tinder-clone|project-tinder-clone2,|,|,|,https://marcstampfli.com/wp-content/uploads/project-tinder-clone.jpg,,,,,,,,,,2021-04-03,project,https://marcstampfli.com/project/tinder-clone/,publish,1,marc,marcstampfli@gmail.com,Marc,Stampfli,tinder-clone,,,0,0,6,closed,closed,2021-04-10
164,"Craigslist Redesign",,,design|design|design|design|design,field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8,417,field_606b68dec5162,,field_606b690ec5163,,field_606b6910c5164,,field_606b6912c5165,,field_606f249b98d23,52,"a:1:{i:0;s:25:""project-craigslist-ui.jpg"";}","UI Designs",Figma,Craigslist,https://marcstampfli.com/wp-content/uploads/project-craigslist-ui.jpg|https://marcstampfli.com/wp-content/uploads/project-craigslist-ui2.jpg,project-craigslist-ui.jpg|project-craigslist-ui2.jpg,/home/marcfrit/public_html/wp-content/uploads/project-craigslist-ui.jpg|/home/marcfrit/public_html/wp-content/uploads/project-craigslist-ui2.jpg,416|417,project-craigslist-ui|project-craigslist-ui2,|,|,|,https://marcstampfli.com/wp-content/uploads/project-craigslist-ui.jpg,,,,,,,,,,2021-04-05,project,https://marcstampfli.com/project/craigslist-redesign/,publish,1,marc,marcstampfli@gmail.com,Marc,Stampfli,craigslist-redesign,,,0,0,1,closed,closed,2021-04-10
166,"TriniStars Website",,,website|website|website|website|website,field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8,368,field_606b68dec5162,369,field_606b690ec5163,,field_606b6910c5164,,field_606b6912c5165,http://trinistars.com/,field_606f249b98d23,,"a:1:{i:0;s:30:""project-trinistars-website.jpg"";}",Websites,"Modified Theme|WordPress",TriniStars,https://marcstampfli.com/wp-content/uploads/project-trinistars-website.jpg|https://marcstampfli.com/wp-content/uploads/project-trinistars-website2.jpg|https://marcstampfli.com/wp-content/uploads/project-trinistars-website3.jpg,project-trinistars-website.jpg|project-trinistars-website2.jpg|project-trinistars-website3.jpg,/home/marcfrit/public_html/wp-content/uploads/project-trinistars-website.jpg|/home/marcfrit/public_html/wp-content/uploads/project-trinistars-website2.jpg|/home/marcfrit/public_html/wp-content/uploads/project-trinistars-website3.jpg,367|368|369,project-trinistars-website|project-trinistars-website2|project-trinistars-website3,||,||,||,https://marcstampfli.com/wp-content/uploads/project-trinistars-website.jpg,,,,,,,,,,2021-04-05,project,https://marcstampfli.com/project/trinistars-website/,publish,1,marc,marcstampfli@gmail.com,Marc,Stampfli,trinistars-website,,,0,0,15,closed,closed,2021-04-10
168,"RL Photography Website",,,website|website|website|website|website,field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8,371,field_606b68dec5162,372,field_606b690ec5163,,field_606b6910c5164,,field_606b6912c5165,http://rainierlangephotography.com/,field_606f249b98d23,,"a:1:{i:0;s:27:""project-rlphoto-website.jpg"";}",Websites,"Modified Theme|WordPress","RL Photography",https://marcstampfli.com/wp-content/uploads/project-rlphoto-website.jpg|https://marcstampfli.com/wp-content/uploads/2021/04/project-rl-photo.jpg|https://marcstampfli.com/wp-content/uploads/project-rlphoto-website2.jpg|https://marcstampfli.com/wp-content/uploads/project-rlphoto-website3.jpg,project-rlphoto-website.jpg|project-rl-photo.jpg|project-rlphoto-website2.jpg|project-rlphoto-website3.jpg,/home/marcfrit/public_html/wp-content/uploads/project-rlphoto-website.jpg|/home/marcfrit/public_html/wp-content/uploads/2021/04/project-rl-photo.jpg|/home/marcfrit/public_html/wp-content/uploads/project-rlphoto-website2.jpg|/home/marcfrit/public_html/wp-content/uploads/project-rlphoto-website3.jpg,370|265|371|372,project-rlphoto-website|project-rl-photo|project-rlphoto-website2|project-rlphoto-website3,|||,|||,|||,https://marcstampfli.com/wp-content/uploads/project-rlphoto-website.jpg,,,,,,,,,,2021-04-05,project,https://marcstampfli.com/project/rl-photography-website/,publish,1,marc,marcstampfli@gmail.com,Marc,Stampfli,rl-photography-website,,,0,0,16,closed,closed,2021-04-10
195,"Marc Stämpfli UI Design",,my-website|marc-stampfli-website|my-website|marc-stampfli-website|my-website|marc-stampfli-website|my-website|marc-stampfli-website|my-website|marc-stampfli-website,design|design|design|design|design,field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8,,field_606b68dec5162,,field_606b690ec5163,,field_606b6910c5164,,field_606b6912c5165,,field_606f249b98d23,52,"a:1:{i:0;s:27:""project-marcstampfli-ui.jpg"";}","UI Designs",Figma,"Marc Stämpfli",https://marcstampfli.com/wp-content/uploads/project-marcstampfli-ui.jpg,project-marcstampfli-ui.jpg,/home/marcfrit/public_html/wp-content/uploads/project-marcstampfli-ui.jpg,415,project-marcstampfli-ui,,,,https://marcstampfli.com/wp-content/uploads/project-marcstampfli-ui.jpg,,,,,,,,,,2021-04-05,project,https://marcstampfli.com/project/marc-stampfli-ui-design/,publish,1,marc,marcstampfli@gmail.com,Marc,Stampfli,marc-stampfli-ui-design,,,0,0,0,closed,closed,2021-04-10
197,"Roma UI Design",,,design|design|design|design|design,field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8|field_6066a779b22e8,419,field_606b68dec5162,,field_606b690ec5163,,field_606b6910c5164,,field_606b6912c5165,,field_606f249b98d23,52,"a:1:{i:0;s:19:""project-roma-ui.jpg"";}","UI Designs",Figma,ROMA,https://marcstampfli.com/wp-content/uploads/project-roma-ui.jpg|https://marcstampfli.com/wp-content/uploads/project-roma-ui2.jpg,project-roma-ui.jpg|project-roma-ui2.jpg,/home/marcfrit/public_html/wp-content/uploads/project-roma-ui.jpg|/home/marcfrit/public_html/wp-content/uploads/project-roma-ui2.jpg,418|419,project-roma-ui|project-roma-ui2,|,|,|,https://marcstampfli.com/wp-content/uploads/project-roma-ui.jpg,,,,,,,,,,2021-04-05,project,https://marcstampfli.com/project/roma-ui-design/,publish,1,marc,marcstampfli@gmail.com,Marc,Stampfli,roma-ui-design,,,0,0,4,closed,closed,2021-04-10
402,"Marc Stämpfli Website",,,website,field_6066a779b22e8,404,field_606b68dec5162,405,field_606b690ec5163,406,field_606b6910c5164,,field_606b6912c5165,https://marcstampfli.com/,field_606f249b98d23,49,"a:1:{i:0;s:32:""project-marcstampfli-website.jpg"";}",Websites,"Custom Theme|Sass|WordPress","Marc Stämpfli",https://marcstampfli.com/wp-content/uploads/project-marcstampfli-website.jpg|https://marcstampfli.com/wp-content/uploads/project-marcstampfli-website2.jpg|https://marcstampfli.com/wp-content/uploads/project-marcstampfli-website3.jpg|https://marcstampfli.com/wp-content/uploads/project-marcstampfli-website4.jpg,project-marcstampfli-website.jpg|project-marcstampfli-website2.jpg|project-marcstampfli-website3.jpg|project-marcstampfli-website4.jpg,/home/marcfrit/public_html/wp-content/uploads/project-marcstampfli-website.jpg|/home/marcfrit/public_html/wp-content/uploads/project-marcstampfli-website2.jpg|/home/marcfrit/public_html/wp-content/uploads/project-marcstampfli-website3.jpg|/home/marcfrit/public_html/wp-content/uploads/project-marcstampfli-website4.jpg,403|404|405|406,project-marcstampfli-website|project-marcstampfli-website2|project-marcstampfli-website3|project-marcstampfli-website4,|||,|||,|||,https://marcstampfli.com/wp-content/uploads/project-marcstampfli-website.jpg,,,,,,,,,,2021-04-10,project,https://marcstampfli.com/project/marc-stampfli-website/,publish,1,marc,marcstampfli@gmail.com,Marc,Stampfli,marc-stampfli-website,,,0,0,0,closed,closed,2021-05-05
665,"Breezy Brands Website",,,website,field_6066a779b22e8,667,field_606b68dec5162,668,field_606b690ec5163,,field_606b6910c5164,,field_606b6912c5165,https://breezybrands.com,field_606f249b98d23,49,"a:1:{i:0;s:24:""project-breezybrands.jpg"";}",Websites,"Custom Theme|WordPress","Breezy Brands",https://marcstampfli.com/wp-content/uploads/project-breezybrands.jpg|https://marcstampfli.com/wp-content/uploads/project-breezybrands2.jpg|https://marcstampfli.com/wp-content/uploads/project-breezybrands3.jpg,project-breezybrands.jpg|project-breezybrands2.jpg|project-breezybrands3.jpg,/home/marcfrit/public_html/wp-content/uploads/project-breezybrands.jpg|/home/marcfrit/public_html/wp-content/uploads/project-breezybrands2.jpg|/home/marcfrit/public_html/wp-content/uploads/project-breezybrands3.jpg,666|667|668,project-breezybrands|project-breezybrands2|project-breezybrands3,||,||,||,https://marcstampfli.com/wp-content/uploads/project-breezybrands.jpg,,,,,,,,,,2021-07-09,project,https://marcstampfli.com/project/breezy-brands-website/,publish,1,marc,marcstampfli@gmail.com,Marc,Stampfli,breezy-brands-website,,,0,0,0,closed,closed,2021-07-09
669,"Breezy Brands UI Design",,,design,field_6066a779b22e8,667,field_606b68dec5162,668,field_606b690ec5163,,field_606b6910c5164,,field_606b6912c5165,,field_606f249b98d23,52,"a:1:{i:0;s:24:""project-breezybrands.jpg"";}","UI Designs","Adobe XD","Breezy Brands",https://marcstampfli.com/wp-content/uploads/project-breezybrands.jpg,project-breezybrands.jpg,/home/marcfrit/public_html/wp-content/uploads/project-breezybrands.jpg,666,project-breezybrands,,,,https://marcstampfli.com/wp-content/uploads/project-breezybrands.jpg,,,,,,,,,,2021-07-09,project,https://marcstampfli.com/project/breezy-brands-ui-design/,publish,1,marc,marcstampfli@gmail.com,Marc,Stampfli,breezy-brands-ui-design,,,0,0,0,closed,closed,2021-07-09
